IndustryGrowth,LeaseLength,RSFOccupied,OccupancyRate,IncentivesAvailable,EconomicIndicator,VacancyRate
0.025830258302582898,5.0,2448.550838686217,0.6539122942813704,0.0,1.0,0.05
-0.07272727272727275,5.0,1809.951624326412,0.8883048341922158,1.0,0.0,0.1
-0.009859885832900761,7.0,1386.764368966125,0.7473559356743495,0.0,1.0,0.05
0.0,15.0,3520.418384389491,0.5340509728859177,0.0,1.0,0.05
0.012195121951219745,5.0,2413.5991034435683,0.6047241735979365,1.0,0.0,0.1
0.0,5.0,1324.8321703310899,0.5706646008115064,0.0,1.0,0.05
0.039217414294527186,7.0,4465.769936970037,0.7265027718879276,0.0,1.0,0.05
-0.017910447761194104,15.0,2231.672390000153,0.6401116971041954,1.0,-1.0,0.2
0.0347463516330786,5.0,4923.039162638205,0.6511176604373327,0.0,0.0,0.1
0.0016233766233766378,15.0,1288.0095165852663,0.8056552725870572,2.0,-1.0,0.2
-0.03436426116838487,15.0,4869.317138652892,0.5207611643044556,0.0,-1.0,0.2
-0.0625,7.0,4133.953611050497,0.8052757359405283,0.0,0.0,0.1
0.01041666666666674,7.0,558.6030306124821,0.8671088154873197,0.0,-1.0,0.2
0.03571428571428581,15.0,507.68578359070773,0.9923084770928516,1.0,1.0,0.05
0.01449275362318847,7.0,2334.2335979715235,0.5467112602732369,0.0,-1.0,0.2
0.0023696682464453556,5.0,1864.9151956947335,0.5592128914199388,2.0,-1.0,0.2
0.015992959712973098,15.0,2115.7892694589423,0.7469405071720245,2.0,0.0,0.1
0.009708737864077666,5.0,3771.015873491126,0.5988942963074939,2.0,0.0,0.1
0.023426061493411643,15.0,1787.2023680922882,0.5770351600336976,2.0,-1.0,0.2
0.02280285035629448,5.0,1877.416281588287,0.6415558574490388,0.0,-1.0,0.2
-0.00932515337423312,15.0,1919.6092678044838,0.9764551646200237,2.0,1.0,0.05
0.0030030030030028243,15.0,2694.714753573225,0.8491753413663474,0.0,1.0,0.05
0.0,15.0,2284.408980664568,0.8650710880400417,1.0,0.0,0.1
0.01834862385321112,7.0,1041.6066028023124,0.7726028541041994,2.0,0.0,0.1
0.019354838709677358,5.0,1492.1205016109575,1.0458460907231955,2.0,-1.0,0.2
0.03625377643504524,7.0,3033.111650351518,0.5714411701075455,2.0,1.0,0.05
0.015625,15.0,1614.790512050506,0.6908177856258315,0.0,1.0,0.05
0.030769230769230882,5.0,2834.0291406962165,0.8282879743174936,1.0,0.0,0.1
