LeaseID,TenantID,StartYear,LeaseYear,FloorLevel,SuiteID,SuiteSquareFootage,RentAmount,AnnualRent,Occupied,VacantSpace
1.0,1.0,1990,1990,1,1_1,1960.8460035041742,12.0,23530.15,True,18039.15
1.0,1.0,1990,1991,1,1_1,1960.8460035041742,12.5,24510.58,True,18039.15
1.0,1.0,1990,1992,1,1_1,1960.8460035041742,13.0,25491.0,True,18039.15
1.0,1.0,1990,1993,1,1_1,1960.8460035041742,13.5,26471.42,True,18039.15
1.0,1.0,1990,1994,1,1_1,1960.8460035041742,14.0,27451.84,True,18039.15
2.0,1.0,1990,1990,18,18_2,3231.690853295983,12.0,38780.29,True,16768.31
2.0,1.0,1990,1991,18,18_2,3231.690853295983,12.5,40396.14,True,16768.31
2.0,1.0,1990,1992,18,18_2,3231.690853295983,13.0,42011.98,True,16768.31
2.0,1.0,1990,1993,18,18_2,3231.690853295983,13.5,43627.83,True,16768.31
3.0,1.0,1990,1990,1,1_3,4498.640205679976,12.0,53983.68,True,13540.51
3.0,1.0,1990,1991,1,1_3,4498.640205679976,12.5,56233.0,True,13540.51
3.0,1.0,1990,1992,1,1_3,4498.640205679976,13.0,58482.32,True,13540.51
3.0,1.0,1990,1993,1,1_3,4498.640205679976,13.5,60731.64,True,13540.51
3.0,1.0,1990,1994,1,1_3,4498.640205679976,14.0,62980.96,True,13540.51
3.0,1.0,1990,1995,1,1_3,4498.640205679976,14.5,65230.28,True,13540.51
3.0,1.0,1990,1996,1,1_3,4498.640205679976,15.0,67479.6,True,13540.51
3.0,1.0,1990,1997,1,1_3,4498.640205679976,15.5,69728.92,True,13540.51
3.0,1.0,1990,1998,1,1_3,4498.640205679976,16.0,71978.24,True,13540.51
3.0,1.0,1990,1999,1,1_3,4498.640205679976,16.5,74227.56,True,13540.51
3.0,1.0,1990,2000,1,1_3,4498.640205679976,17.0,76476.88,True,13540.51
3.0,1.0,1990,2001,1,1_3,4498.640205679976,17.5,78726.2,True,13540.51
3.0,1.0,1990,2002,1,1_3,4498.640205679976,18.0,80975.52,True,13540.51
4.0,1.0,1990,1990,18,18_4,1471.8492395916892,12.0,17662.19,True,15296.46
4.0,1.0,1990,1991,18,18_4,1471.8492395916892,12.5,18398.12,True,15296.46
4.0,1.0,1990,1992,18,18_4,1471.8492395916892,13.0,19134.04,True,15296.46
4.0,1.0,1990,1993,18,18_4,1471.8492395916892,13.5,19869.96,True,15296.46
5.0,1.0,1990,1990,11,11_5,4060.307240178287,12.0,48723.69,True,15939.69
5.0,1.0,1990,1991,11,11_5,4060.307240178287,12.5,50753.84,True,15939.69
5.0,1.0,1990,1992,11,11_5,4060.307240178287,13.0,52783.99,True,15939.69
5.0,1.0,1990,1993,11,11_5,4060.307240178287,13.5,54814.15,True,15939.69
5.0,1.0,1990,1994,11,11_5,4060.307240178287,14.0,56844.3,True,15939.69
5.0,1.0,1990,1995,11,11_5,4060.307240178287,14.5,58874.45,True,15939.69
5.0,1.0,1990,1996,11,11_5,4060.307240178287,15.0,60904.61,True,15939.69
5.0,1.0,1990,1997,11,11_5,4060.307240178287,15.5,62934.76,True,15939.69
5.0,1.0,1990,1998,11,11_5,4060.307240178287,16.0,64964.92,True,15939.69
5.0,1.0,1990,1999,11,11_5,4060.307240178287,16.5,66995.07,True,15939.69
5.0,1.0,1990,2000,11,11_5,4060.307240178287,17.0,69025.22,True,15939.69
5.0,1.0,1990,2001,11,11_5,4060.307240178287,17.5,71055.38,True,15939.69
5.0,1.0,1990,2002,11,11_5,4060.307240178287,18.0,73085.53,True,15939.69
6.0,2.0,1990,1990,11,11_5,4060.307240178287,12.0,48723.69,True,15939.69
7.0,3.0,1990,1990,11,11_5,4060.307240178287,12.0,48723.69,True,15939.69
8.0,3.0,1990,1990,16,16_6,1809.5858057315347,12.0,21715.03,True,18190.41
9.0,4.0,1990,1990,16,16_6,1809.5858057315347,12.0,21715.03,True,18190.41
10.0,4.0,1990,1990,17,17_7,2332.7601184566547,12.0,27993.12,True,17667.24
10.0,4.0,1990,1991,17,17_7,2332.7601184566547,12.5,29159.5,True,17667.24
10.0,4.0,1990,1992,17,17_7,2332.7601184566547,13.0,30325.88,True,17667.24
10.0,4.0,1990,1993,17,17_7,2332.7601184566547,13.5,31492.26,True,17667.24
10.0,4.0,1990,1994,17,17_7,2332.7601184566547,14.0,32658.64,True,17667.24
10.0,4.0,1990,1995,17,17_7,2332.7601184566547,14.5,33825.02,True,17667.24
10.0,4.0,1990,1996,17,17_7,2332.7601184566547,15.0,34991.4,True,17667.24
10.0,4.0,1990,1997,17,17_7,2332.7601184566547,15.5,36157.78,True,17667.24
10.0,4.0,1990,1998,17,17_7,2332.7601184566547,16.0,37324.16,True,17667.24
10.0,4.0,1990,1999,17,17_7,2332.7601184566547,16.5,38490.54,True,17667.24
10.0,4.0,1990,2000,17,17_7,2332.7601184566547,17.0,39656.92,True,17667.24
10.0,4.0,1990,2001,17,17_7,2332.7601184566547,17.5,40823.3,True,17667.24
10.0,4.0,1990,2002,17,17_7,2332.7601184566547,18.0,41989.68,True,17667.24
10.0,4.0,1990,2003,17,17_7,2332.7601184566547,18.5,43156.06,True,17667.24
11.0,4.0,1991,1991,29,29_1,2430.1459075078865,12.88,31288.13,True,17569.85
11.0,4.0,1991,1992,29,29_1,2430.1459075078865,13.38,32503.2,True,17569.85
11.0,4.0,1991,1993,29,29_1,2430.1459075078865,13.88,33718.27,True,17569.85
11.0,4.0,1991,1994,29,29_1,2430.1459075078865,14.38,34933.35,True,17569.85
11.0,4.0,1991,1995,29,29_1,2430.1459075078865,14.88,36148.42,True,17569.85
12.0,4.0,1991,1991,29,29_2,860.5929452304517,12.88,11080.13,True,16709.26
13.0,4.0,1991,1991,11,11_3,4573.991014515287,12.88,58890.13,True,11365.7
13.0,4.0,1991,1992,11,11_3,4573.991014515287,13.38,61177.13,True,11365.7
14.0,5.0,1991,1991,11,11_3,4573.991014515287,12.88,58890.13,True,11365.7
14.0,5.0,1991,1992,11,11_3,4573.991014515287,13.38,61177.13,True,11365.7
14.0,5.0,1991,1993,11,11_3,4573.991014515287,13.88,63464.13,True,11365.7
14.0,5.0,1991,1994,11,11_3,4573.991014515287,14.38,65751.12,True,11365.7
14.0,5.0,1991,1995,11,11_3,4573.991014515287,14.88,68038.12,True,11365.7
14.0,5.0,1991,1996,11,11_3,4573.991014515287,15.38,70325.11,True,11365.7
14.0,5.0,1991,1997,11,11_3,4573.991014515287,15.88,72612.11,True,11365.7
14.0,5.0,1991,1998,11,11_3,4573.991014515287,16.38,74899.1,True,11365.7
14.0,5.0,1991,1999,11,11_3,4573.991014515287,16.88,77186.1,True,11365.7
15.0,5.0,1991,1991,13,13_4,4042.1906392327132,12.88,52043.2,True,15957.81
15.0,5.0,1991,1992,13,13_4,4042.1906392327132,13.38,54064.3,True,15957.81
15.0,5.0,1991,1993,13,13_4,4042.1906392327132,13.88,56085.4,True,15957.81
15.0,5.0,1991,1994,13,13_4,4042.1906392327132,14.38,58106.49,True,15957.81
16.0,6.0,1991,1991,13,13_4,4042.1906392327132,12.88,52043.2,True,15957.81
16.0,6.0,1991,1992,13,13_4,4042.1906392327132,13.38,54064.3,True,15957.81
16.0,6.0,1991,1993,13,13_4,4042.1906392327132,13.88,56085.4,True,15957.81
16.0,6.0,1991,1994,13,13_4,4042.1906392327132,14.38,58106.49,True,15957.81
16.0,6.0,1991,1995,13,13_4,4042.1906392327132,14.88,60127.59,True,15957.81
17.0,6.0,1991,1991,28,28_5,3315.731368995085,12.88,42690.04,True,16684.27
17.0,6.0,1991,1992,28,28_5,3315.731368995085,13.38,44347.91,True,16684.27
17.0,6.0,1991,1993,28,28_5,3315.731368995085,13.88,46005.77,True,16684.27
17.0,6.0,1991,1994,28,28_5,3315.731368995085,14.38,47663.64,True,16684.27
17.0,6.0,1991,1995,28,28_5,3315.731368995085,14.88,49321.5,True,16684.27
18.0,7.0,1991,1991,28,28_5,3315.731368995085,12.88,42690.04,True,16684.27
18.0,7.0,1991,1992,28,28_5,3315.731368995085,13.38,44347.91,True,16684.27
18.0,7.0,1991,1993,28,28_5,3315.731368995085,13.88,46005.77,True,16684.27
18.0,7.0,1991,1994,28,28_5,3315.731368995085,14.38,47663.64,True,16684.27
18.0,7.0,1991,1995,28,28_5,3315.731368995085,14.88,49321.5,True,16684.27
18.0,7.0,1991,1996,28,28_5,3315.731368995085,15.38,50979.37,True,16684.27
18.0,7.0,1991,1997,28,28_5,3315.731368995085,15.88,52637.24,True,16684.27
18.0,7.0,1991,1998,28,28_5,3315.731368995085,16.38,54295.1,True,16684.27
18.0,7.0,1991,1999,28,28_5,3315.731368995085,16.88,55952.97,True,16684.27
18.0,7.0,1991,2000,28,28_5,3315.731368995085,17.38,57610.83,True,16684.27
18.0,7.0,1991,2001,28,28_5,3315.731368995085,17.88,59268.7,True,16684.27
18.0,7.0,1991,2002,28,28_5,3315.731368995085,18.38,60926.56,True,16684.27
